Android activity manager . ||| অ্যান্ড্রয়েড অ্যাক্টিভিটি ম্যানেজার।
If for some reason the construction or the work of an engineer fails , he may be hold guilty of negligence , in extreme cases he may be even punished for criminal negligence or offence ||| কোন কারণে যদি একজন প্রকৌশলীর নির্মান বা কাজ ব্যর্থ হয় তাহলে তিনি অবহেলার দায়ে অভিযুক্ত হতে পারেন এমনকি চরমক্ষেত্রে ক্রিমিনাল নেগলিজেন্স বা অবহেলার অপরাধে দন্ডিত হতে পারেন।
If for any reason construction or output of an engineer fails , he is charged with neglect of duty , even he can be punished for 'criminal negligence ' in ultimate situations . ||| কোন কারণে যদি একজন প্রকৌশলীর নির্মান বা কাজ ব্যর্থ হয় তাহলে তিনি অবহেলার দায়ে অভিযুক্ত হতে পারেন এমনকি চরমক্ষেত্রে ক্রিমিনাল নেগলিজেন্স বা অবহেলার অপরাধে দন্ডিত হতে পারেন।
For example , they can develop the model for telecommunication , can supervise the programs of electricity development centers , can supervise the distribution system for light & electricity in the households , can develop the models for household appliances , or , can develop the electrical control system for the instruments used in industries . ||| উদাহরণ স্বরূপ বলা যায় তাঁরা টেলিযোগাযোগ ব্যবস্থার নকশা প্রণয়ন করতে পারেন বিদ্যুৎ উৎপাদন কেন্দ্রের কার্যক্রম দেখাশুনা করতে পারেন ঘরবাড়ির আলো ও বিদ্যুৎ বন্টন ব্যবস্থা দেখাশুনা করতে পারেন গৃহকর্মে ব্যবহার্য যন্ত্রের নকশা প্রণয়ন করতে পারেন অথবা শিল্পকারখানার যন্ত্রপাতির বৈদ্যুতিক নিয়ন্ত্রণ প্রতিষ্ঠা করতে পারেন।
As example , they can work on the design of telecommunication systems , the operation of electric power stations , the lighting and wiring of buildings , the design of household appliances or the electrical control of industrial machineries . ||| উদাহরণ স্বরূপ বলা যায় তাঁরা টেলিযোগাযোগ ব্যবস্থার নকশা প্রণয়ন করতে পারেন বিদ্যুৎ উৎপাদন কেন্দ্রের কার্যক্রম দেখাশুনা করতে পারেন ঘরবাড়ির আলো ও বিদ্যুৎ বন্টন ব্যবস্থা দেখাশুনা করতে পারেন গৃহকর্মে ব্যবহার্য যন্ত্রের নকশা প্রণয়ন করতে পারেন অথবা শিল্পকারখানার যন্ত্রপাতির বৈদ্যুতিক নিয়ন্ত্রণ প্রতিষ্ঠা করতে পারেন।
For example it can be stated that they may design telecommunication system , supervise work in a electricity generating centre or lighting and electricity distribution system in a house , design devices used in household purposes or may set up electrical control systems for industrial machineries . ||| উদাহরণ স্বরূপ বলা যায় তাঁরা টেলিযোগাযোগ ব্যবস্থার নকশা প্রণয়ন করতে পারেন বিদ্যুৎ উৎপাদন কেন্দ্রের কার্যক্রম দেখাশুনা করতে পারেন ঘরবাড়ির আলো ও বিদ্যুৎ বন্টন ব্যবস্থা দেখাশুনা করতে পারেন গৃহকর্মে ব্যবহার্য যন্ত্রের নকশা প্রণয়ন করতে পারেন অথবা শিল্পকারখানার যন্ত্রপাতির বৈদ্যুতিক নিয়ন্ত্রণ প্রতিষ্ঠা করতে পারেন।
.For example it can be said that they can draw up the sketch for telecommunication system , supervise the work of the electric production plant , supervise the supply and distribution of electricity in residences , draw up the design for household appliances or establish the electrical control system of the industrial plants . ||| উদাহরণ স্বরূপ বলা যায় তাঁরা টেলিযোগাযোগ ব্যবস্থার নকশা প্রণয়ন করতে পারেন বিদ্যুৎ উৎপাদন কেন্দ্রের কার্যক্রম দেখাশুনা করতে পারেন ঘরবাড়ির আলো ও বিদ্যুৎ বন্টন ব্যবস্থা দেখাশুনা করতে পারেন গৃহকর্মে ব্যবহার্য যন্ত্রের নকশা প্রণয়ন করতে পারেন অথবা শিল্পকারখানার যন্ত্রপাতির বৈদ্যুতিক নিয়ন্ত্রণ প্রতিষ্ঠা করতে পারেন।
Other works like discussion on proposals with the customer or the user , budgeting , making time table for the project etc . are considered a major part of their work . ||| অন্যান্য কাজ যেমন গ্রাহক বা ব্যবহারকারীদের সাথে প্রস্তাবনা নিয়ে আলোচনা বাজেট তৈরী প্রকল্পের সময়সূচী তৈরি ইত্যাদি তাদের কাজের একটা বড় অংশ বলে বিবেচিত হয়।
.Different types of work , like discussion about the proposal with the clients and consumers , preparation of budget , preparation of time table for the projects etc . are considered as a major part of their work . ||| অন্যান্য কাজ যেমন গ্রাহক বা ব্যবহারকারীদের সাথে প্রস্তাবনা নিয়ে আলোচনা বাজেট তৈরী প্রকল্পের সময়সূচী তৈরি ইত্যাদি তাদের কাজের একটা বড় অংশ বলে বিবেচিত হয়।
Other tasks like discussion with subscribers or users on preliminaries , preparation of budget , timetable etc . occupy a large portion of their duty . ||| অন্যান্য কাজ যেমন গ্রাহক বা ব্যবহারকারীদের সাথে প্রস্তাবনা নিয়ে আলোচনা বাজেট তৈরী প্রকল্পের সময়সূচী তৈরি ইত্যাদি তাদের কাজের একটা বড় অংশ বলে বিবেচিত হয়।
Other work such as discussing proposals with clients , preparing budgets and determining project schedules etc are considered as a big part of their work . ||| অন্যান্য কাজ যেমন গ্রাহক বা ব্যবহারকারীদের সাথে প্রস্তাবনা নিয়ে আলোচনা বাজেট তৈরী প্রকল্পের সময়সূচী তৈরি ইত্যাদি তাদের কাজের একটা বড় অংশ বলে বিবেচিত হয়।
Sometimes many technological subjects are classified into different branches of technology due to their huge volume , as for example Electronic Technology & Computer Technology . ||| কখনওবা কোন কোন শাখা যেমন ইলেকট্রনিক প্রকৌশল বা কম্পিউটার প্রকৌশলকে তাদের বিপুল ব্যাপ্তির কারণে প্রকৌশলেরই আলাদা বিভাগ বলে ধরা হয়।
Even sometimes some branches like Electronic engineering or Computer engineering is considered a separate division of engineering due to its wide coverage . ||| কখনওবা কোন কোন শাখা যেমন ইলেকট্রনিক প্রকৌশল বা কম্পিউটার প্রকৌশলকে তাদের বিপুল ব্যাপ্তির কারণে প্রকৌশলেরই আলাদা বিভাগ বলে ধরা হয়।
Sometimes few engineering fields such as electronic engineering and computer engineering are considered as separate disciplines for their huge expansion . ||| কখনওবা কোন কোন শাখা যেমন ইলেকট্রনিক প্রকৌশল বা কম্পিউটার প্রকৌশলকে তাদের বিপুল ব্যাপ্তির কারণে প্রকৌশলেরই আলাদা বিভাগ বলে ধরা হয়।
Some times , some branches such as Electronics engineering or Computer engineering are considered to be a separate branch of engineering because of their huge application . ||| কখনওবা কোন কোন শাখা যেমন ইলেকট্রনিক প্রকৌশল বা কম্পিউটার প্রকৌশলকে তাদের বিপুল ব্যাপ্তির কারণে প্রকৌশলেরই আলাদা বিভাগ বলে ধরা হয়।
Use of control system has spread from controlling flight and movement of modern commercial airways to controlling speed of many modern cars . ||| নিয়ন্ত্রণ প্রকৌশলের ব্যবহার আধুনিক বাণিজ্যিক বিমান সংস্থার ফ্লাইট এবং প্রচালন ব্যবস্থা থেকে শুরু করে অনেক আধুনিক মোটরযানের গতি নিয়ন্ত্রণ পর্যন্ত ছড়িয়ে আছে।
The uses and implementation of Controling techniques through computers are seen everywhere starting from preliminary devices of advanced modern commercial flights to speed controlling devices used in other modern motor cars . ||| নিয়ন্ত্রণ প্রকৌশলের ব্যবহার আধুনিক বাণিজ্যিক বিমান সংস্থার ফ্লাইট এবং প্রচালন ব্যবস্থা থেকে শুরু করে অনেক আধুনিক মোটরযানের গতি নিয়ন্ত্রণ পর্যন্ত ছড়িয়ে আছে।
The uses of the control system technology are widespread from the flights of modern commercial air service agencies to the modern automobiles . ||| নিয়ন্ত্রণ প্রকৌশলের ব্যবহার আধুনিক বাণিজ্যিক বিমান সংস্থার ফ্লাইট এবং প্রচালন ব্যবস্থা থেকে শুরু করে অনেক আধুনিক মোটরযানের গতি নিয়ন্ত্রণ পর্যন্ত ছড়িয়ে আছে।
The use of control engineering is widely spread from the flight and propulsion systems of commercial airliners to the cruise control present in many modern automobiles . ||| নিয়ন্ত্রণ প্রকৌশলের ব্যবহার আধুনিক বাণিজ্যিক বিমান সংস্থার ফ্লাইট এবং প্রচালন ব্যবস্থা থেকে শুরু করে অনেক আধুনিক মোটরযানের গতি নিয়ন্ত্রণ পর্যন্ত ছড়িয়ে আছে।
The tuner of a radio that expels all other stations apart from merely the expected one is an example of electronic circuit . ||| বেতার যন্ত্রের টিউনার যেটি শুধুমাত্র আকাংক্ষিত বেতার স্টেশন ছাড়া অন্য গুলোকে বাতিল করতে সাহায্য করে ইলেকট্রনিক বর্তনীর একটি উদাহরণ।
The tuner of radio helps to avoid other radio stations apart from the expected one ; this is the example of electric circuit . ||| বেতার যন্ত্রের টিউনার যেটি শুধুমাত্র আকাংক্ষিত বেতার স্টেশন ছাড়া অন্য গুলোকে বাতিল করতে সাহায্য করে ইলেকট্রনিক বর্তনীর একটি উদাহরণ।
The tuner of the wireless instrument which helps in cancelling the stations that are not expected , is an example of an electronic circuit . ||| বেতার যন্ত্রের টিউনার যেটি শুধুমাত্র আকাংক্ষিত বেতার স্টেশন ছাড়া অন্য গুলোকে বাতিল করতে সাহায্য করে ইলেকট্রনিক বর্তনীর একটি উদাহরণ।
Tuner of radio which is use to select only radio station and to cancel other is an example of electronics instrument . ||| বেতার যন্ত্রের টিউনার যেটি শুধুমাত্র আকাংক্ষিত বেতার স্টেশন ছাড়া অন্য গুলোকে বাতিল করতে সাহায্য করে ইলেকট্রনিক বর্তনীর একটি উদাহরণ।
The integrated Circuits are prepared with tiny electrical components concerted into a small chip around the size of a coin . ||| এই যন্ত্রাংশগুলোকে একটা ছোট্ট প্রায় একটা কয়েনের আকারের সিলিকন চিলতে বা চিপের উপরে সমন্বিত করে সমন্বিত বর্তনী তৈরি করা হয়।
This parts are assembled on a very small , like a coin , silicon chip and are made an integrated circuit . ||| এই যন্ত্রাংশগুলোকে একটা ছোট্ট প্রায় একটা কয়েনের আকারের সিলিকন চিলতে বা চিপের উপরে সমন্বিত করে সমন্বিত বর্তনী তৈরি করা হয়।
these machine parts are now fabricated on small chip of silicon . ||| এই যন্ত্রাংশগুলোকে একটা ছোট্ট প্রায় একটা কয়েনের আকারের সিলিকন চিলতে বা চিপের উপরে সমন্বিত করে সমন্বিত বর্তনী তৈরি করা হয়।
These small instruments are put into a small , as small as a coin , silicon chip in the form of a circle . ||| এই যন্ত্রাংশগুলোকে একটা ছোট্ট প্রায় একটা কয়েনের আকারের সিলিকন চিলতে বা চিপের উপরে সমন্বিত করে সমন্বিত বর্তনী তৈরি করা হয়।
From its very name it is understood that signals processing is nothing but the work of electrical analysis and induction . ||| নাম শুনেই বোঝা যায় সংকেত প্রক্রিয়াজাতকরণ মূলত বৈদ্যুতিক বিশ্লেষণ এবং প্রভাবায়নের কাজ করে।
From the name itself it is understood that signal processing acts mainly as electrical analysis and representation . ||| নাম শুনেই বোঝা যায় সংকেত প্রক্রিয়াজাতকরণ মূলত বৈদ্যুতিক বিশ্লেষণ এবং প্রভাবায়নের কাজ করে।
From the name it can be understand that signal analyzer only can analyze electric signal . ||| নাম শুনেই বোঝা যায় সংকেত প্রক্রিয়াজাতকরণ মূলত বৈদ্যুতিক বিশ্লেষণ এবং প্রভাবায়নের কাজ করে।
It is easy to understand that Signal Processing basically acts to electrical analysis and modification . ||| নাম শুনেই বোঝা যায় সংকেত প্রক্রিয়াজাতকরণ মূলত বৈদ্যুতিক বিশ্লেষণ এবং প্রভাবায়নের কাজ করে।
Among the well known analog modulations techniques worth mentioning are the amplitude modulation and the frequency modulation ||| সুপরিচিত এনালগ মডুলেশন কৌশলের মধ্যে বিস্তার মড্যুলেশন এবং কম্পাংক মডুলেশন উল্লেখযোগ্য।
Among well known techniques of analog modulation , amplitude modulation and angle modulation are noteworthy . ||| সুপরিচিত এনালগ মডুলেশন কৌশলের মধ্যে বিস্তার মড্যুলেশন এবং কম্পাংক মডুলেশন উল্লেখযোগ্য।
Among the well-known techniques of Analog Modulation , the amplification modulation and frequency modulation are notable . ||| সুপরিচিত এনালগ মডুলেশন কৌশলের মধ্যে বিস্তার মড্যুলেশন এবং কম্পাংক মডুলেশন উল্লেখযোগ্য।
in analog modulation methods Amplitude modulation and Angle modulation are notable ||| সুপরিচিত এনালগ মডুলেশন কৌশলের মধ্যে বিস্তার মড্যুলেশন এবং কম্পাংক মডুলেশন উল্লেখযোগ্য।
From Hardware design to PDA design , even industrial plants are also controlled by computers . ||| এর মধ্যে নতুন হার্ডওয়্যার ডিজাইন থেকে শুরু করে পিডিএ ডিজাইন এমনকি কোন শিল্প কারখানা নিয়ন্ত্রণের জন্য কম্পিউটারের ব্যবহার পর্যন্ত অন্তর্ভুক্ত।
Starting from hardware design to PDA design , even use of computers to control an industrial factory is included in it . ||| এর মধ্যে নতুন হার্ডওয়্যার ডিজাইন থেকে শুরু করে পিডিএ ডিজাইন এমনকি কোন শিল্প কারখানা নিয়ন্ত্রণের জন্য কম্পিউটারের ব্যবহার পর্যন্ত অন্তর্ভুক্ত।
This includes PDA design starting from hardware design and the computer application for industries control . ||| এর মধ্যে নতুন হার্ডওয়্যার ডিজাইন থেকে শুরু করে পিডিএ ডিজাইন এমনকি কোন শিল্প কারখানা নিয়ন্ত্রণের জন্য কম্পিউটারের ব্যবহার পর্যন্ত অন্তর্ভুক্ত।
Starting from new hardware designing to PDA design and even to industrial automation the usage of computers is included in it . ||| এর মধ্যে নতুন হার্ডওয়্যার ডিজাইন থেকে শুরু করে পিডিএ ডিজাইন এমনকি কোন শিল্প কারখানা নিয়ন্ত্রণের জন্য কম্পিউটারের ব্যবহার পর্যন্ত অন্তর্ভুক্ত।
This subject , in fact , is discussed in software technology . ||| এই বিষয়টি অবশ্য সফ্‌টওয়্যার প্রকৌশলের অধীনে আলোচিত হয়।
This subject comes under software engineering . ||| এই বিষয়টি অবশ্য সফ্‌টওয়্যার প্রকৌশলের অধীনে আলোচিত হয়।
This subject is considered under ূূুূSoftware ঢডEngineering . ||| এই বিষয়টি অবশ্য সফ্‌টওয়্যার প্রকৌশলের অধীনে আলোচিত হয়।
This subject is though decided under the software relatings . ||| এই বিষয়টি অবশ্য সফ্‌টওয়্যার প্রকৌশলের অধীনে আলোচিত হয়।
References ||| তথ্যসূত্র
Information ||| তথ্যসূত্র
References ||| তথ্যসূত্র
References ||| তথ্যসূত্র
History of IEEE ||| আইইইই-এর ইতিহাস
History of IEEE ||| আইইইই-এর ইতিহাস
History of IEEE ||| আইইইই-এর ইতিহাস
History of IEEE . ||| আইইইই-এর ইতিহাস
Economic areas are divided in different segment or classes such as : ||| অর্থনীতির পরিধি সমুহ বিভিন্ন ভাগে বা শ্রেণীতে ভাগ করা যায় যেমনঃ
the economy can be divided into various categories like : ||| অর্থনীতির পরিধি সমুহ বিভিন্ন ভাগে বা শ্রেণীতে ভাগ করা যায় যেমনঃ
The periphery of Economics can be classified into different categories , such as ||| অর্থনীতির পরিধি সমুহ বিভিন্ন ভাগে বা শ্রেণীতে ভাগ করা যায় যেমনঃ
.It can be said as an example that a hypothetical term of a theory presumes that keeping everything unchanged a highly educated person will earn more than a less educated person . ||| উদাহরনস্বরূপ বলা যায় যে একটি তত্ত্বে অনুমিত শর্ত ধরা হয় যে অন্যান্য সব কিছু অপরিবর্তিত থেকে একজন বেশী শিক্ষিত ব্যাক্তি একজন কম শিক্ষিত ব্যাক্তির চাইতে বেশী আয় করবে।
for the assistance any querry an be asked like david and his wife so thatthere will be no more worries in the future for now and gain ||| উদাহরনস্বরূপ বলা যায় যে একটি তত্ত্বে অনুমিত শর্ত ধরা হয় যে অন্যান্য সব কিছু অপরিবর্তিত থেকে একজন বেশী শিক্ষিত ব্যাক্তি একজন কম শিক্ষিত ব্যাক্তির চাইতে বেশী আয় করবে।
For example , in a theory it is assumed that all other things remaining the same , a higher educated person will earn more than a person with lower education . ||| উদাহরনস্বরূপ বলা যায় যে একটি তত্ত্বে অনুমিত শর্ত ধরা হয় যে অন্যান্য সব কিছু অপরিবর্তিত থেকে একজন বেশী শিক্ষিত ব্যাক্তি একজন কম শিক্ষিত ব্যাক্তির চাইতে বেশী আয় করবে।
It also studies how a producer maximizes his profit taking into consideration his constraints ( demand for normal goods , technology and cost of factors ) . ||| ইহা উৎপাদক তাদের নিজস্ব প্রতিবন্ধক ( ভালো পন্যের চাহিদা প্রযুক্তি এবং উপাদান মূল্য ) কে বিষয় ধরে মূনাফা সর্বোচ্চ করতে চেষ্টা করে তা নিয়েও আলোচনা করে।
.It also discusses the efforts of the producers to maximize their profit taking into consideration their own obstacles ( demand for better products , technology and cost of production ) . ||| ইহা উৎপাদক তাদের নিজস্ব প্রতিবন্ধক ( ভালো পন্যের চাহিদা প্রযুক্তি এবং উপাদান মূল্য ) কে বিষয় ধরে মূনাফা সর্বোচ্চ করতে চেষ্টা করে তা নিয়েও আলোচনা করে।
Marginalists mentioned opportunity cost to measure trade off condition . ||| প্রান্তিকতাবাদীরা বানিজ্য-বন্ধ অবস্থাকে পরিমাপের ক্ষেত্রে সূযোগ ব্যয় এর কথা উল্লেখ করেছেন।
Neo Keynesian economics is also related to the development of the Keynesian tradition . ||| নব্য কেইন্সিয়ান অর্থনীতিও কেইন্সিয়ান প্রথা উন্নয়নের সাথে সম্পর্কযুক্ত।
there are many businesses which are runnning well but not making the most as they have to look forward in the time ||| নব্য কেইন্সিয়ান অর্থনীতিও কেইন্সিয়ান প্রথা উন্নয়নের সাথে সম্পর্কযুক্ত।
Thereafter over a long period human , human activities and the issues of human welfare continued to be included in the definition as was not he case with wealth . ||| পরবর্তী দীর্ঘ সময়ে মানুষ মানবীয় কার্যাবলী ও মানব কল্যানের বিষয়টি সংঙ্গার মধ্যে অন্তর্ভুক্ত হতে থাকে যতটা না সম্পদ অন্তর্ভুক্ত হয়।
.Subsequently for a long time the subject of human , humane works and human welfare started to be included in the definition more than the inclusion of wealth . ||| পরবর্তী দীর্ঘ সময়ে মানুষ মানবীয় কার্যাবলী ও মানব কল্যানের বিষয়টি সংঙ্গার মধ্যে অন্তর্ভুক্ত হতে থাকে যতটা না সম্পদ অন্তর্ভুক্ত হয়।
Rationality = Own preference : It is regarded as a generally accepted principle and many mainstream economists believe that rationality includes own choice and issues like this . ||| যৌক্তিকতা= নিজস্ব-পছন্দঃ ইহাকে একটি সাধারণ মূলনীতি হিসেবে গন্য করা যায় এবং অনেক মেইনস্ট্রীম অর্থনীতিবিদ বিশ্বাস করেন যে যৌক্তিকতা নিজস্ব-পছন্দ ও এধরনের বিষয়কে অন্তর্ভুক্ত করে।
Logicality = Self desire is considered as an ordinary first principle and many mainstream economists believes that , logicality , self desire and such subjects are also included . ||| যৌক্তিকতা= নিজস্ব-পছন্দঃ ইহাকে একটি সাধারণ মূলনীতি হিসেবে গন্য করা যায় এবং অনেক মেইনস্ট্রীম অর্থনীতিবিদ বিশ্বাস করেন যে , যৌক্তিকতা নিজস্ব-পছন্দ ও এধরনের বিষয়কে অন্তর্ভুক্ত করে।
In the primary stage of the 'applied economics ' , which came to be known as 'social economy ' later , power and the politics is discussed in large extent . ||| “ ফলিত অর্থনীতি ” এর প্রাথমিক ক্ষেত্রে যা পরবর্তীতে “ সামাজিক অর্থনীতি ” নামে পরিচিত হয়েছে এবং এতে ক্ষমতা ও রাজনীতি নিয়ে বৃহৎ পরিসরে আলোচনা করা হয়েছে।
The primary region of `` '' Applied economics '' '' , which later has been known as `` '' Social Economics '' '' and power and politics has been broadly discussed in it ||| “ ফলিত অর্থনীতি ” এর প্রাথমিক ক্ষেত্রে যা পরবর্তীতে “ সামাজিক অর্থনীতি ” নামে পরিচিত হয়েছে এবং এতে ক্ষমতা ও রাজনীতি নিয়ে বৃহৎ পরিসরে আলোচনা করা হয়েছে।
In the primary phase of 'applied economics ' that has later been known as 'social economics ' studies power and politics in the large scale . ||| “ ফলিত অর্থনীতি ” এর প্রাথমিক ক্ষেত্রে যা পরবর্তীতে “ সামাজিক অর্থনীতি ” নামে পরিচিত হয়েছে এবং এতে ক্ষমতা ও রাজনীতি নিয়ে বৃহৎ পরিসরে আলোচনা করা হয়েছে।
Anthropology and economics ||| নৃবিজ্ঞান ও অর্থনীতি
superior and sood ||| নৃবিজ্ঞান ও অর্থনীতি
anyone can contribute in this world Encyclopedia . ||| এই বিশ্বকোষে যে কেউ অবদান রাখতে পারেন।
Anyone can contribute to this encyclopedia . ||| এই বিশ্বকোষে যে কেউ অবদান রাখতে পারেন।
In this world cell anybody can help . ||| এই বিশ্বকোষে যে কেউ অবদান রাখতে পারেন।
Anybody can contribute to this encyclopedia . ||| এই বিশ্বকোষে যে কেউ অবদান রাখতে পারেন।
Out-links ||| বহিঃসংযোগ
description ||| বহিঃসংযোগ
Outer connectivity . ||| বহিঃসংযোগ
External links ||| বহিঃসংযোগ
With the effort of the Mozilla Foundation and many other programmers all over the world made it . ||| মোজিলা ফাউন্ডেশনের উদ্যোগে সারা বিশ্বের অনেক প্রোগ্রামারের প্রচেষ্টায় এটি তৈরি করা হয়েছে।
It was created by a Mozilla foundation endeavor which involved effort of numerous programmers from all over the world . ||| মোজিলা ফাউন্ডেশনের উদ্যোগে সারা বিশ্বের অনেক প্রোগ্রামারের প্রচেষ্টায় এটি তৈরি করা হয়েছে।
Under the endeavor of Mozilla Foundation it has been made by a lot of programmers of the world . ||| মোজিলা ফাউন্ডেশনের উদ্যোগে সারা বিশ্বের অনেক প্রোগ্রামারের প্রচেষ্টায় এটি তৈরি করা হয়েছে।
It is made by joint efforts of lots of programmers of the word with the incentive of Mozilla foundation . ||| মোজিলা ফাউন্ডেশনের উদ্যোগে সারা বিশ্বের অনেক প্রোগ্রামারের প্রচেষ্টায় এটি তৈরি করা হয়েছে।
Firefox could be able catch the attention of the users for itself as an alternative to the Safari Browser of the Microsoft Internet Explorer and Apple Computer . ||| মাইক্রোসফটের ইন্টারনেট এক্সপ্লোরার এবং অ্যাপল কম্পিউটার এর সাফারি ব্রাউজারের বিকল্প হিসাবে ফায়ারফক্স মানুষের দৃষ্টি আকর্ষণ করতে সক্ষম হয়েছে।
As a alternative to Microsoft 's internet explorer and Apple computer 's safari browser , firefox has been able to catch people 's eyes . ||| মাইক্রোসফটের ইন্টারনেট এক্সপ্লোরার এবং অ্যাপল কম্পিউটার এর সাফারি ব্রাউজারের বিকল্প হিসাবে ফায়ারফক্স মানুষের দৃষ্টি আকর্ষণ করতে সক্ষম হয়েছে।
Firefox browser , has been able to grab attention of users , as an alternate of Microsoft , s Internet Explorer and Apple Computer , s Safari browsers . ||| মাইক্রোসফটের ইন্টারনেট এক্সপ্লোরার এবং অ্যাপল কম্পিউটার এর সাফারি ব্রাউজারের বিকল্প হিসাবে ফায়ারফক্স মানুষের দৃষ্টি আকর্ষণ করতে সক্ষম হয়েছে।
As an alternate to internet explorer of Microsoft and safari browser of apple , Firefox became successful to attract people . ||| মাইক্রোসফটের ইন্টারনেট এক্সপ্লোরার এবং অ্যাপল কম্পিউটার এর সাফারি ব্রাউজারের বিকল্প হিসাবে ফায়ারফক্স মানুষের দৃষ্টি আকর্ষণ করতে সক্ষম হয়েছে।
Sources ||| তথ্যসূত্র
information chain ||| তথ্যসূত্র
Informatory facts ||| তথ্যসূত্র
References ||| তথ্যসূত্র
Nomenclature ||| নামকরণ
Given Name . ||| নামকরণ
naming ||| নামকরণ
Nomenclature ||| নামকরণ
In july 19th Prativa Patil became first women president of India . ||| জুলাই ১৯ - প্রতিভা পাতিল ভারতের প্রথম মহিলা রাষ্ট্রপতি নির্বাচিত হন।
July 19- Prathibha Patil was elected as the first women President of India . ||| জুলাই ১৯ - প্রতিভা পাতিল ভারতের প্রথম মহিলা রাষ্ট্রপতি নির্বাচিত হন।
July 19- Prativa Patil was elected as the first ever female President of India . ||| জুলাই ১৯ - প্রতিভা পাতিল ভারতের প্রথম মহিলা রাষ্ট্রপতি নির্বাচিত হন।
July 9- Prativa Patil is elected as female president at first . ||| জুলাই ১৯ - প্রতিভা পাতিল ভারতের প্রথম মহিলা রাষ্ট্রপতি নির্বাচিত হন।
Birth ||| জন্ম
Birth ||| জন্ম
Birth ||| জন্ম
Birth ||| জন্ম
Titles ||| শিরোনাম
Headlines ||| শিরোনাম
Headlines ||| শিরোনাম
Heading ||| শিরোনাম
July ||| জুলাই
July ||| জুলাই
July ||| জুলাই
July ||| জুলাই
February ||| ফেব্রুয়ারি
February ||| ফেব্রুয়ারি
February ||| ফেব্রুয়ারি
February ||| ফেব্রুয়ারি
DNS is an integral part of the present internet system . ||| বর্তমান ইন্টারনেট ব্যবস্থায় ডিএনএস একটি অবিচ্ছেদ্য অংশ।
In present Internet system , DNS is an inseparable part . ||| বর্তমান ইন্টারনেট ব্যবস্থায় ডিএনএস একটি অবিচ্ছেদ্য অংশ।
Presently DNS is an inseparable part of internet system . ||| বর্তমান ইন্টারনেট ব্যবস্থায় ডিএনএস একটি অবিচ্ছেদ্য অংশ।
In the modern internet system DNS is an inseparable part . ||| বর্তমান ইন্টারনেট ব্যবস্থায় ডিএনএস একটি অবিচ্ছেদ্য অংশ।
These servers perform the job of assigning and changing the domain names , as a result a centralized server is not required . ||| এসব সার্ভার আলাদাভাবে ডোমেইন নেম নিবন্ধন পরিবর্তন করার কাজটি করে থাকে ফলে একটি কেন্দ্রীভূত সার্ভারের প্রয়োজন পড়ে না।
These servers work to register and alter the domain names separately and as a result , there is no use of a central server . ||| এসব সার্ভার আলাদাভাবে ডোমেইন নেম নিবন্ধন পরিবর্তন করার কাজটি করে থাকে ফলে একটি কেন্দ্রীভূত সার্ভারের প্রয়োজন পড়ে না।
A central server is not needed as these servers can separately perform the task of registration and change of domain name . ||| এসব সার্ভার আলাদাভাবে ডোমেইন নেম নিবন্ধন পরিবর্তন করার কাজটি করে থাকে ফলে একটি কেন্দ্রীভূত সার্ভারের প্রয়োজন পড়ে না।
As these servers does the work such as domain name registration and alternation separately therefore the centralized server does not required . ||| এসব সার্ভার আলাদাভাবে ডোমেইন নেম নিবন্ধন পরিবর্তন করার কাজটি করে থাকে ফলে একটি কেন্দ্রীভূত সার্ভারের প্রয়োজন পড়ে না।
The problem of this system of depending on the host file since its birth is that whenever an address of an IP address will be changed , then all computers who are willing to communicate with this address need to update this file . ||| এই হোস্ট ফাইলের ওপর নির্ভরশীল ব্যবস্থার জন্মগত সমস্যা হচ্ছে যখনই কোন এড্রেসের আইপি এড্রেস পরিবর্তিত হবে তখন এই এড্রেসের সাথে যোগাযোগে ইচ্ছুক সকল কম্পিউটারকে এই ফাইলটি আপডেট করতে হবে।
The born-time problem of the system based on this host file is that when an IP address of an address changes , then all the related computers joined to this address have to update this file . ||| এই হোস্ট ফাইলের ওপর নির্ভরশীল ব্যবস্থার জন্মগত সমস্যা হচ্ছে যখনই কোন এড্রেসের আইপি এড্রেস পরিবর্তিত হবে তখন এই এড্রেসের সাথে যোগাযোগে ইচ্ছুক সকল কম্পিউটারকে এই ফাইলটি আপডেট করতে হবে।
Main problem of these system which depends on host file is when a address will change in a IP address then all computer which are interested to make a link with that address will have to update the this file . ||| এই হোস্ট ফাইলের ওপর নির্ভরশীল ব্যবস্থার জন্মগত সমস্যা হচ্ছে যখনই কোন এড্রেসের আইপি এড্রেস পরিবর্তিত হবে তখন এই এড্রেসের সাথে যোগাযোগে ইচ্ছুক সকল কম্পিউটারকে এই ফাইলটি আপডেট করতে হবে।
the main problem of this system is that whenever a address changes to an ip address then all the computers that wanted to be connected with this computer have to update this file . ||| এই হোস্ট ফাইলের ওপর নির্ভরশীল ব্যবস্থার জন্মগত সমস্যা হচ্ছে যখনই কোন এড্রেসের আইপি এড্রেস পরিবর্তিত হবে তখন এই এড্রেসের সাথে যোগাযোগে ইচ্ছুক সকল কম্পিউটারকে এই ফাইলটি আপডেট করতে হবে।
